Datetime,Close,High,Low,Open,Volume
2026-01-08 11:15:00+05:30,1650.0999755859375,1654.4000244140625,1647.4000244140625,1649.699951171875,131562
2026-01-08 11:30:00+05:30,1650.5,1651.699951171875,1650.0,1650.0999755859375,19285
2026-01-08 11:45:00+05:30,1647.9000244140625,1650.5,1645.0,1650.199951171875,164412
2026-01-08 12:00:00+05:30,1649.300048828125,1650.5,1644.4000244140625,1647.699951171875,150713
2026-01-08 12:15:00+05:30,1653.0,1655.4000244140625,1647.699951171875,1649.199951171875,452921
2026-01-08 12:30:00+05:30,1654.5999755859375,1655.800048828125,1648.4000244140625,1653.199951171875,253492
2026-01-08 12:45:00+05:30,1652.9000244140625,1654.699951171875,1651.9000244140625,1654.5999755859375,68614
2026-01-08 13:00:00+05:30,1655.0,1656.199951171875,1652.699951171875,1653.199951171875,95314
2026-01-08 13:15:00+05:30,1654.0,1655.5,1652.699951171875,1654.9000244140625,72518
2026-01-08 13:30:00+05:30,1649.9000244140625,1654.0999755859375,1647.800048828125,1654.0999755859375,117148
2026-01-08 13:45:00+05:30,1657.0999755859375,1657.699951171875,1650.199951171875,1650.199951171875,65547
2026-01-08 14:00:00+05:30,1652.9000244140625,1659.300048828125,1652.5,1657.0999755859375,106732
2026-01-08 14:15:00+05:30,1644.9000244140625,1652.9000244140625,1643.4000244140625,1652.9000244140625,150185
2026-01-08 14:30:00+05:30,1650.0,1650.199951171875,1644.0,1645.0,60766
2026-01-08 14:45:00+05:30,1650.9000244140625,1653.800048828125,1649.0,1650.4000244140625,178855
2026-01-08 15:00:00+05:30,1649.9000244140625,1653.5999755859375,1646.300048828125,1650.699951171875,198508
2026-01-08 15:15:00+05:30,1643.0,1650.0999755859375,1641.9000244140625,1650.0,433153
2026-01-09 09:15:00+05:30,1659.5999755859375,1672.0,1658.800048828125,1671.5,129015
2026-01-09 09:30:00+05:30,1668.300048828125,1672.800048828125,1657.699951171875,1659.300048828125,178132
2026-01-09 09:45:00+05:30,1669.0,1673.9000244140625,1667.5,1668.4000244140625,124411
2026-01-09 10:00:00+05:30,1665.0,1670.4000244140625,1664.800048828125,1669.300048828125,87917
2026-01-09 10:15:00+05:30,1665.300048828125,1670.0,1663.5999755859375,1666.300048828125,76658
2026-01-09 10:30:00+05:30,1668.9000244140625,1669.0,1662.199951171875,1666.0999755859375,81205
2026-01-09 10:45:00+05:30,1666.800048828125,1670.699951171875,1665.0999755859375,1668.9000244140625,76879
2026-01-09 11:00:00+05:30,1669.0999755859375,1670.800048828125,1664.800048828125,1666.5,195330
2026-01-09 11:15:00+05:30,1667.300048828125,1670.9000244140625,1667.0,1668.699951171875,169522
2026-01-09 11:30:00+05:30,1665.0,1670.0,1664.0,1667.4000244140625,201967
2026-01-09 11:45:00+05:30,1664.0,1665.300048828125,1662.0999755859375,1665.0,148460
2026-01-09 12:00:00+05:30,1664.300048828125,1669.699951171875,1664.0,1664.0,38094
2026-01-09 12:15:00+05:30,1664.0,1666.0999755859375,1658.9000244140625,1664.5,237717
2026-01-09 12:30:00+05:30,1664.5,1666.199951171875,1660.9000244140625,1664.0,90656
2026-01-09 12:45:00+05:30,1662.9000244140625,1664.9000244140625,1661.4000244140625,1664.5999755859375,33312
2026-01-09 13:00:00+05:30,1666.699951171875,1669.0,1661.800048828125,1663.199951171875,69595
2026-01-09 13:15:00+05:30,1664.5,1666.800048828125,1663.5999755859375,1666.5999755859375,34791
2026-01-09 13:30:00+05:30,1662.9000244140625,1665.199951171875,1662.5,1664.0999755859375,30072
2026-01-09 13:45:00+05:30,1662.800048828125,1663.199951171875,1660.699951171875,1662.9000244140625,22177
2026-01-09 14:00:00+05:30,1662.0,1663.800048828125,1661.0,1662.800048828125,25942
2026-01-09 14:15:00+05:30,1655.699951171875,1663.5,1655.699951171875,1662.5,49760
2026-01-09 14:30:00+05:30,1660.4000244140625,1660.800048828125,1655.4000244140625,1655.699951171875,105057
2026-01-09 14:45:00+05:30,1663.9000244140625,1665.0,1660.300048828125,1660.4000244140625,59063
2026-01-09 15:00:00+05:30,1664.0999755859375,1664.699951171875,1659.699951171875,1664.199951171875,242166
2026-01-09 15:15:00+05:30,1661.4000244140625,1666.199951171875,1659.5999755859375,1664.0999755859375,483933
2026-01-12 09:15:00+05:30,1658.199951171875,1675.5,1655.0999755859375,1667.0,95244
2026-01-12 09:30:00+05:30,1664.0999755859375,1670.5,1656.300048828125,1658.5999755859375,100970
2026-01-12 09:45:00+05:30,1658.0,1667.800048828125,1655.0,1664.199951171875,260802
2026-01-12 10:00:00+05:30,1650.199951171875,1661.0,1649.5999755859375,1658.300048828125,241917
2026-01-12 10:15:00+05:30,1649.199951171875,1651.9000244140625,1643.5999755859375,1650.800048828125,113633
2026-01-12 10:30:00+05:30,1650.9000244140625,1654.199951171875,1646.5,1648.5,199058
2026-01-12 10:45:00+05:30,1650.0,1654.199951171875,1648.9000244140625,1650.9000244140625,112312
2026-01-12 11:00:00+05:30,1646.5,1651.9000244140625,1646.199951171875,1650.0,77580
